["2023-12-26T20", "Japan", "Clothing, Shoes & Jewelry"]	37470696.477149166
["2023-12-26T20", "Japan", "Electronics"]	37467555.005925715
["2023-12-26T20", "Japan", "Health, Household & Baby Care"]	37466482.150305256
["2023-12-26T20", "Japan", "Home & Kitchen"]	37466750.43409663
["2023-12-26T20", "Japan", "Office Supplies"]	37468851.65324162
["2023-12-26T20", "Japan", "Pet Supplies"]	37470089.68574933
["2023-12-26T20", "Japan", "Sports & outdoors"]	37465673.26031838
["2023-12-26T20", "Japan", "Toys & games"]	37469485.8294306
["2023-12-26T20", "Pakistan", "Baby"]	37613011.730552085
["2023-12-26T20", "Pakistan", "Beauty & Personal Car"]	37613248.31265344
["2023-12-26T20", "Pakistan", "Clothing, Shoes & Jewelry"]	37611288.764599435
["2023-12-26T20", "Pakistan", "Electronics"]	37614146.35420097
["2023-12-26T20", "Pakistan", "Health, Household & Baby Care"]	37610491.21850916
["2023-12-26T20", "Pakistan", "Home & Kitchen"]	37614611.65948451
["2023-12-26T20", "Pakistan", "Office Supplies"]	37611347.3488835
["2023-12-26T20", "Pakistan", "Pet Supplies"]	37612203.20557557
["2023-12-26T20", "Pakistan", "Sports & outdoors"]	37608827.4511139
["2023-12-26T20", "Pakistan", "Toys & games"]	37609940.18594531
["2023-12-26T20", "Poland", "Baby"]	37773200.180979736
["2023-12-26T20", "Poland", "Beauty & Personal Car"]	37777092.34553076
["2023-12-26T20", "Poland", "Clothing, Shoes & Jewelry"]	37775826.00992962
["2023-12-26T20", "Poland", "Electronics"]	37777781.92618089
["2023-12-26T20", "Poland", "Health, Household & Baby Care"]	37775910.43821781
["2023-12-26T20", "Poland", "Home & Kitchen"]	37780012.94685083
["2023-12-26T20", "Poland", "Office Supplies"]	37776063.596479006
["2023-12-26T20", "Poland", "Pet Supplies"]	37773563.23038396
["2023-12-26T20", "Poland", "Sports & outdoors"]	37777819.36774875
["2023-12-26T20", "Poland", "Toys & games"]	37775652.71142066
["2023-12-26T20", "Russian Federation", "Baby"]	38368160.085936636
["2023-12-26T20", "Russian Federation", "Beauty & Personal Car"]	38365185.539581165
["2023-12-26T20", "Russian Federation", "Clothing, Shoes & Jewelry"]	38365516.74285142
["2023-12-26T20", "Russian Federation", "Electronics"]	38365002.28510842
["2023-12-26T20", "Russian Federation", "Health, Household & Baby Care"]	38364932.409717806
["2023-12-26T20", "Russian Federation", "Home & Kitchen"]	38365883.36209412
["2023-12-26T20", "Russian Federation", "Office Supplies"]	38365708.580297045
["2023-12-26T20", "Russian Federation", "Pet Supplies"]	38366601.90807708
["2023-12-26T20", "Russian Federation", "Sports & outdoors"]	38364715.38029263
["2023-12-26T20", "Russian Federation", "Toys & games"]	38365744.293218985
["2023-12-26T20", "Turkey", "Baby"]	37530762.62677947
["2023-12-26T20", "Turkey", "Beauty & Personal Car"]	37527647.06009356
["2023-12-26T20", "Turkey", "Clothing, Shoes & Jewelry"]	37529637.72816573
["2023-12-26T20", "Turkey", "Electronics"]	37530736.85001864
["2023-12-26T20", "Turkey", "Health, Household & Baby Care"]	37528506.09204086
["2023-12-26T20", "Turkey", "Home & Kitchen"]	37530624.03260905
["2023-12-26T20", "Turkey", "Office Supplies"]	37533567.70805065
["2023-12-26T20", "Turkey", "Pet Supplies"]	37527524.470218524
["2023-12-26T20", "Turkey", "Sports & outdoors"]	37529339.784877375
["2023-12-26T20", "Turkey", "Toys & games"]	37531151.85863371
["2023-12-26T20", "USA", "Baby"]	37979563.31281292
["2023-12-26T20", "USA", "Beauty & Personal Car"]	37981139.96355254
["2023-12-26T20", "USA", "Clothing, Shoes & Jewelry"]	37978431.14046843
["2023-12-26T20", "USA", "Electronics"]	37980435.146571904
["2023-12-26T20", "USA", "Health, Household & Baby Care"]	37980330.776205145
["2023-12-26T20", "USA", "Home & Kitchen"]	37979296.23560557
["2023-12-26T20", "USA", "Office Supplies"]	37982785.04544031
["2023-12-26T20", "USA", "Pet Supplies"]	37981095.81270963
["2023-12-26T20", "USA", "Sports & outdoors"]	37977093.2287331
["2023-12-26T20", "USA", "Toys & games"]	37979733.160996236
["2023-12-26T20", "United Kingdom", "Baby"]	37368334.96349473
["2023-12-26T20", "United Kingdom", "Beauty & Personal Car"]	37370062.77543111
["2023-12-26T20", "United Kingdom", "Clothing, Shoes & Jewelry"]	37371192.09918876
["2023-12-26T20", "United Kingdom", "Electronics"]	37373551.91638641
["2023-12-26T20", "United Kingdom", "Health, Household & Baby Care"]	37366403.73184233
["2023-12-26T20", "United Kingdom", "Home & Kitchen"]	37368843.69702716
["2023-12-26T20", "United Kingdom", "Office Supplies"]	37370285.58230816
["2023-12-26T20", "United Kingdom", "Pet Supplies"]	37368474.7540741
["2023-12-26T20", "United Kingdom", "Sports & outdoors"]	37370356.13187424
["2023-12-26T20", "United Kingdom", "Toys & games"]	37370791.95793155
["2023-12-26T21", "Australia", "Baby"]	37862049.32477896
["2023-12-26T21", "Australia", "Beauty & Personal Car"]	37863254.14837113
["2023-12-26T21", "Australia", "Clothing, Shoes & Jewelry"]	37860750.459852055
["2023-12-26T21", "Australia", "Electronics"]	37862426.69152028
["2023-12-26T21", "Australia", "Health, Household & Baby Care"]	37863634.727344595
["2023-12-26T21", "Australia", "Home & Kitchen"]	37863147.91236374
["2023-12-26T21", "Australia", "Office Supplies"]	37860711.93973929
["2023-12-26T21", "Australia", "Pet Supplies"]	37863533.12059719
["2023-12-26T21", "Australia", "Sports & outdoors"]	37863241.35973571
["2023-12-26T21", "Australia", "Toys & games"]	37864496.71739252
["2023-12-26T21", "China", "Baby"]	37700440.59514726
["2023-12-26T21", "China", "Beauty & Personal Car"]	37697258.830039196
["2023-12-26T21", "China", "Clothing, Shoes & Jewelry"]	37698873.93124307
["2023-12-26T21", "China", "Electronics"]	37699658.30696913
["2023-12-26T21", "China", "Health, Household & Baby Care"]	37701723.75483984
["2023-12-26T21", "China", "Home & Kitchen"]	37702049.19766013
["2023-12-26T21", "China", "Office Supplies"]	37698321.6664429
["2023-12-26T21", "China", "Pet Supplies"]	37700104.37389416
["2023-12-26T21", "China", "Sports & outdoors"]	37699927.14075595
["2023-12-26T21", "China", "Toys & games"]	37698455.07557494
["2023-12-26T21", "France", "Baby"]	37869735.13508643
["2023-12-26T21", "France", "Beauty & Personal Car"]	37866897.02036197
["2023-12-26T21", "France", "Clothing, Shoes & Jewelry"]	37870592.05424996
["2023-12-26T21", "France", "Electronics"]	37870068.851344384
["2023-12-26T21", "France", "Health, Household & Baby Care"]	37871133.732237086
["2023-12-26T21", "France", "Home & Kitchen"]	37869410.81637295
["2023-12-26T21", "France", "Office Supplies"]	37868692.556509584
["2023-12-26T21", "France", "Pet Supplies"]	37869656.09151671
["2023-12-26T21", "France", "Sports & outdoors"]	37869442.63505407
["2023-12-26T21", "France", "Toys & games"]	37869807.25960493
["2023-12-26T21", "Georgia", "Baby"]	37755122.970247455
["2023-12-26T21", "Georgia", "Beauty & Personal Car"]	37753608.14788915
["2023-12-26T21", "Georgia", "Clothing, Shoes & Jewelry"]	37756289.1379434
["2023-12-26T21", "Georgia", "Electronics"]	37755219.93725049
["2023-12-26T21", "Georgia", "Health, Household & Baby Care"]	37753685.182054564
["2023-12-26T21", "Georgia", "Home & Kitchen"]	37757214.00955336
["2023-12-26T21", "Georgia", "Office Supplies"]	37757870.89634804
["2023-12-26T21", "Georgia", "Pet Supplies"]	37756068.48500823
["2023-12-26T21", "Georgia", "Sports & outdoors"]	37754030.903199516
["2023-12-26T21", "Georgia", "Toys & games"]	37754116.14997602
["2023-12-26T21", "Germany", "Baby"]	37830365.94258729
["2023-12-26T21", "Germany", "Beauty & Personal Car"]	37831048.33445008
["2023-12-26T21", "Germany", "Clothing, Shoes & Jewelry"]	37833512.538528025
["2023-12-26T21", "Germany", "Electronics"]	37833300.00826511
["2023-12-26T21", "Germany", "Health, Household & Baby Care"]	37835570.73621233
["2023-12-26T21", "Germany", "Home & Kitchen"]	37830370.41654435
["2023-12-26T21", "Germany", "Office Supplies"]	37830133.86693089
["2023-12-26T21", "Germany", "Pet Supplies"]	37831772.981244534
["2023-12-26T21", "Germany", "Sports & outdoors"]	37831190.7561089
["2023-12-26T21", "Germany", "Toys & games"]	37833966.32011486
["2023-12-26T21", "Hungary", "Baby"]	37897273.89772586
["2023-12-26T21", "Hungary", "Beauty & Personal Car"]	37895674.08784431
["2023-12-26T21", "Hungary", "Clothing, Shoes & Jewelry"]	37897036.51041123
["2023-12-26T21", "Hungary", "Electronics"]	37896084.03141309
["2023-12-26T21", "Hungary", "Health, Household & Baby Care"]	37899909.75762127
["2023-12-26T21", "Hungary", "Home & Kitchen"]	37896197.91995986
["2023-12-26T21", "Hungary", "Office Supplies"]	37895645.922026545
["2023-12-26T21", "Hungary", "Pet Supplies"]	37893172.06516265
["2023-12-26T21", "Hungary", "Sports & outdoors"]	37896466.97009874
["2023-12-26T21", "Hungary", "Toys & games"]	37895717.86897463
["2023-12-26T21", "India", "Baby"]	37798374.38933361
["2023-12-26T21", "India", "Beauty & Personal Car"]	37795026.85595678
["2023-12-26T21", "India", "Clothing, Shoes & Jewelry"]	37798170.59923293
["2023-12-26T21", "India", "Electronics"]	37794996.65677322
["2023-12-26T21", "India", "Health, Household & Baby Care"]	37800586.49237509
["2023-12-26T21", "India", "Home & Kitchen"]	37794172.40720584
["2023-12-26T21", "India", "Office Supplies"]	37794154.91516937
["2023-12-26T21", "India", "Pet Supplies"]	37795987.28687451
["2023-12-26T21", "India", "Sports & outdoors"]	37796215.070538744
["2023-12-26T21", "India", "Toys & games"]	37795126.837016776
["2023-12-26T21", "Israel", "Baby"]	37880313.829059586
["2023-12-26T21", "Israel", "Beauty & Personal Car"]	37884203.00770913
["2023-12-26T21", "Israel", "Clothing, Shoes & Jewelry"]	37883892.41973601
["2023-12-26T21", "Israel", "Electronics"]	37882453.25577027
["2023-12-26T21", "Israel", "Health, Household & Baby Care"]	37883682.12447551
["2023-12-26T21", "Israel", "Home & Kitchen"]	37880115.242655784
["2023-12-26T21", "Israel", "Office Supplies"]	37882024.85837822
["2023-12-26T21", "Israel", "Pet Supplies"]	37878273.37418788
["2023-12-26T21", "Israel", "Sports & outdoors"]	37879592.679354444
["2023-12-26T21", "Israel", "Toys & games"]	37881834.808664165
["2023-12-26T21", "Japan", "Baby"]	37748474.0114676
["2023-12-26T21", "Japan", "Beauty & Personal Car"]	37750959.35742309
["2023-12-26T21", "Japan", "Clothing, Shoes & Jewelry"]	37750887.87744727
["2023-12-26T21", "Japan", "Electronics"]	37753329.29898434
["2023-12-26T21", "Japan", "Health, Household & Baby Care"]	37749939.074925035
["2023-12-26T21", "Japan", "Home & Kitchen"]	37752160.31645408
["2023-12-26T21", "Japan", "Office Supplies"]	37754529.789927326
["2023-12-26T21", "Japan", "Pet Supplies"]	37750774.43569968
["2023-12-26T21", "Japan", "Sports & outdoors"]	37751952.162651375
["2023-12-26T21", "Japan", "Toys & games"]	37749202.87999886
["2023-12-26T21", "Pakistan", "Baby"]	37770764.50780681
["2023-12-26T21", "Pakistan", "Beauty & Personal Car"]	37771283.05900458
["2023-12-26T21", "Pakistan", "Clothing, Shoes & Jewelry"]	37773198.37625491
["2023-12-26T21", "Pakistan", "Electronics"]	37769545.83482228
["2023-12-26T21", "Pakistan", "Health, Household & Baby Care"]	37774426.38122775
["2023-12-26T21", "Pakistan", "Home & Kitchen"]	37772896.160499424
["2023-12-26T21", "Pakistan", "Office Supplies"]	37772268.27643293
["2023-12-26T21", "Pakistan", "Pet Supplies"]	37772709.048614405
["2023-12-26T21", "Pakistan", "Sports & outdoors"]	37774376.859012574
["2023-12-26T21", "Pakistan", "Toys & games"]	37773701.06881899
["2023-12-26T21", "Poland", "Baby"]	37974923.59891528
["2023-12-26T21", "Poland", "Beauty & Personal Car"]	37971150.2581744
["2023-12-26T21", "Poland", "Clothing, Shoes & Jewelry"]	37972002.21228062
["2023-12-26T21", "Poland", "Electronics"]	37970910.75331023
["2023-12-26T21", "Poland", "Health, Household & Baby Care"]	37974504.79057956
["2023-12-26T21", "Poland", "Home & Kitchen"]	37972903.50074167
["2023-12-26T21", "Poland", "Office Supplies"]	37971531.222172506
["2023-12-26T21", "Poland", "Pet Supplies"]	37976322.62220457
["2023-12-26T21", "Poland", "Sports & outdoors"]	37974607.3829758
["2023-12-26T21", "Poland", "Toys & games"]	37975437.9787527
["2023-12-26T21", "Russian Federation", "Baby"]	37897761.244601786
["2023-12-26T21", "Russian Federation", "Beauty & Personal Car"]	37894594.97080144
["2023-12-26T21", "Russian Federation", "Clothing, Shoes & Jewelry"]	37898432.26543269
["2023-12-26T21", "Russian Federation", "Electronics"]	37892260.943912014
["2023-12-26T21", "Russian Federation", "Health, Household & Baby Care"]	37896411.12133606
["2023-12-26T21", "Russian Federation", "Home & Kitchen"]	37894689.85912943
["2023-12-26T21", "Russian Federation", "Office Supplies"]	37893724.2667088
["2023-12-26T21", "Russian Federation", "Pet Supplies"]	37899027.704481475
["2023-12-26T21", "Russian Federation", "Sports & outdoors"]	37891268.94440448
["2023-12-26T21", "Russian Federation", "Toys & games"]	37896861.558789924
["2023-12-26T21", "Turkey", "Baby"]	37819996.21147311
["2023-12-26T21", "Turkey", "Beauty & Personal Car"]	37820101.96886436
["2023-12-26T21", "Turkey", "Clothing, Shoes & Jewelry"]	37817531.730109066
["2023-12-26T21", "Turkey", "Electronics"]	37818347.81546218
["2023-12-26T21", "Turkey", "Health, Household & Baby Care"]	37818970.35233984
["2023-12-26T21", "Turkey", "Home & Kitchen"]	37820056.15746313
["2023-12-26T21", "Turkey", "Office Supplies"]	37815636.7373608
["2023-12-26T21", "Turkey", "Pet Supplies"]	37819837.047917835
["2023-12-26T21", "Turkey", "Sports & outdoors"]	37819729.539264515
["2023-12-26T21", "Turkey", "Toys & games"]	37819898.284832
["2023-12-26T21", "USA", "Baby"]	37758100.83192686
["2023-12-26T21", "USA", "Beauty & Personal Car"]	37757498.296942346
["2023-12-26T21", "USA", "Clothing, Shoes & Jewelry"]	37756543.54118388
["2023-12-26T21", "USA", "Electronics"]	37754271.1686596
["2023-12-26T21", "USA", "Health, Household & Baby Care"]	37759089.90665188
["2023-12-26T21", "USA", "Home & Kitchen"]	37756075.67025222
["2023-12-26T21", "USA", "Office Supplies"]	37757640.093970425
["2023-12-26T21", "USA", "Pet Supplies"]	37754338.36716629
["2023-12-26T21", "USA", "Sports & outdoors"]	37754252.26780721
["2023-12-26T21", "USA", "Toys & games"]	37754342.80806674
["2023-12-26T21", "United Kingdom", "Baby"]	37749433.13336896
["2023-12-26T21", "United Kingdom", "Beauty & Personal Car"]	37746713.528084636
["2023-12-26T21", "United Kingdom", "Clothing, Shoes & Jewelry"]	37746695.05839465
["2023-12-26T21", "United Kingdom", "Electronics"]	37749889.79002806
["2023-12-26T21", "United Kingdom", "Health, Household & Baby Care"]	37746449.411596745
["2023-12-26T21", "United Kingdom", "Home & Kitchen"]	37746609.52243172
["2023-12-26T21", "United Kingdom", "Office Supplies"]	37745441.328025624
["2023-12-26T21", "United Kingdom", "Pet Supplies"]	37746751.87274393
["2023-12-26T21", "United Kingdom", "Sports & outdoors"]	37748910.63238998
["2023-12-26T21", "United Kingdom", "Toys & games"]	37744454.97347851
["2023-12-26T22", "Australia", "Baby"]	38029334.58631815
["2023-12-26T22", "Australia", "Beauty & Personal Car"]	38027129.2592149
["2023-12-26T22", "Australia", "Clothing, Shoes & Jewelry"]	38029622.72092032
["2023-12-26T22", "Australia", "Electronics"]	38029440.907977104
["2023-12-26T22", "Australia", "Health, Household & Baby Care"]	38028457.3060773
["2023-12-26T22", "Australia", "Home & Kitchen"]	38029211.15581408
["2023-12-26T22", "Australia", "Office Supplies"]	38030041.18067725
["2023-12-26T22", "Australia", "Pet Supplies"]	38031967.46345342
["2023-12-26T22", "Australia", "Sports & outdoors"]	38028827.57059707
["2023-12-26T22", "Australia", "Toys & games"]	38026568.591069296
["2023-12-26T22", "China", "Baby"]	37709366.906269215
["2023-12-26T22", "China", "Beauty & Personal Car"]	37709288.69293509
["2023-12-26T22", "China", "Clothing, Shoes & Jewelry"]	37710738.520022735
["2023-12-26T22", "China", "Electronics"]	37711795.74098775
["2023-12-26T22", "China", "Health, Household & Baby Care"]	37710603.16796425
["2023-12-26T22", "China", "Home & Kitchen"]	37709576.143057086
["2023-12-26T22", "China", "Office Supplies"]	37707050.61233864
["2023-12-26T22", "China", "Pet Supplies"]	37711984.74362767
["2023-12-26T22", "China", "Sports & outdoors"]	37711203.1324976
["2023-12-26T22", "China", "Toys & games"]	37711481.72599323
["2023-12-26T22", "France", "Baby"]	37725297.68888243
["2023-12-26T22", "France", "Beauty & Personal Car"]	37724115.81975649
["2023-12-26T22", "France", "Clothing, Shoes & Jewelry"]	37724285.74404053
["2023-12-26T22", "France", "Electronics"]	37725697.06105462
["2023-12-26T22", "France", "Health, Household & Baby Care"]	37720220.58721434
["2023-12-26T22", "France", "Home & Kitchen"]	37721182.46747347
["2023-12-26T22", "France", "Office Supplies"]	37724182.63785372
["2023-12-26T22", "France", "Pet Supplies"]	37723538.35997555
["2023-12-26T22", "France", "Sports & outdoors"]	37722191.371169165
["2023-12-26T22", "France", "Toys & games"]	37721223.61959267
["2023-12-26T22", "Georgia", "Baby"]	37817775.55714786
["2023-12-26T22", "Georgia", "Beauty & Personal Car"]	37816639.90696315
["2023-12-26T22", "Georgia", "Clothing, Shoes & Jewelry"]	37815509.394392766
["2023-12-26T22", "Georgia", "Electronics"]	37814777.679612
["2023-12-26T22", "Georgia", "Health, Household & Baby Care"]	37815166.54029634
["2023-12-26T22", "Georgia", "Home & Kitchen"]	37812362.05760324
["2023-12-26T22", "Georgia", "Office Supplies"]	37817468.836655274
["2023-12-26T22", "Georgia", "Pet Supplies"]	37815016.8828223
["2023-12-26T22", "Georgia", "Sports & outdoors"]	37819088.62184151
["2023-12-26T22", "Georgia", "Toys & games"]	37814402.619951226
["2023-12-26T22", "Germany", "Baby"]	37839749.62488565
["2023-12-26T22", "Germany", "Beauty & Personal Car"]	37836523.207086876
["2023-12-26T22", "Germany", "Clothing, Shoes & Jewelry"]	37840913.23849401
["2023-12-26T22", "Germany", "Electronics"]	37843014.77412518
["2023-12-26T22", "Germany", "Health, Household & Baby Care"]	37838921.41042718
["2023-12-26T22", "Germany", "Home & Kitchen"]	37842109.89290507
["2023-12-26T22", "Germany", "Office Supplies"]	37841109.966039255
["2023-12-26T22", "Germany", "Pet Supplies"]	37839629.67001533
["2023-12-26T22", "Germany", "Sports & outdoors"]	37839522.51137604
["2023-12-26T22", "Germany", "Toys & games"]	37836120.85361584
["2023-12-26T22", "Hungary", "Baby"]	37605742.32008278
["2023-12-26T22", "Hungary", "Beauty & Personal Car"]	37607103.41087024
["2023-12-26T22", "Hungary", "Clothing, Shoes & Jewelry"]	37606480.86338687
["2023-12-26T22", "Hungary", "Electronics"]	37608288.90742319
["2023-12-26T22", "Hungary", "Health, Household & Baby Care"]	37606143.359186284
["2023-12-26T22", "Hungary", "Home & Kitchen"]	37608569.25027025
["2023-12-26T22", "Hungary", "Office Supplies"]	37607211.68090814
["2023-12-26T22", "Hungary", "Pet Supplies"]	37603237.94906996
["2023-12-26T22", "Hungary", "Sports & outdoors"]	37603357.940980494
["2023-12-26T22", "Hungary", "Toys & games"]	37608881.04056489
["2023-12-26T22", "India", "Baby"]	37860874.817043245
["2023-12-26T22", "India", "Beauty & Personal Car"]	37859070.821009666
["2023-12-26T22", "India", "Clothing, Shoes & Jewelry"]	37861142.35250991
["2023-12-26T22", "India", "Electronics"]	37864986.72419794
["2023-12-26T22", "India", "Health, Household & Baby Care"]	37861449.458969906
["2023-12-26T22", "India", "Home & Kitchen"]	37864532.32630816
["2023-12-26T22", "India", "Office Supplies"]	37862784.629945025
["2023-12-26T22", "India", "Pet Supplies"]	37861617.97628374
["2023-12-26T22", "India", "Sports & outdoors"]	37857986.88017307
["2023-12-26T22", "India", "Toys & games"]	37859825.173850656
["2023-12-26T22", "Israel", "Baby"]	37780169.799845956
["2023-12-26T22", "Israel", "Beauty & Personal Car"]	37775916.236920886
["2023-12-26T22", "Israel", "Clothing, Shoes & Jewelry"]	37778903.66308607
["2023-12-26T22", "Israel", "Electronics"]	37776360.20801988
["2023-12-26T22", "Israel", "Health, Household & Baby Care"]	37778294.727178395
["2023-12-26T22", "Israel", "Home & Kitchen"]	37777494.93778286
["2023-12-26T22", "Israel", "Office Supplies"]	37776648.22374434
["2023-12-26T22", "Israel", "Pet Supplies"]	37777852.56242746
["2023-12-26T22", "Israel", "Sports & outdoors"]	37779666.992020294
["2023-12-26T22", "Israel", "Toys & games"]	37779529.62076701
["2023-12-26T22", "Japan", "Baby"]	37721230.21782567
["2023-12-26T22", "Japan", "Beauty & Personal Car"]	37719324.14609652
["2023-12-26T22", "Japan", "Clothing, Shoes & Jewelry"]	37721362.39730553
["2023-12-26T22", "Japan", "Electronics"]	37721998.1477893
["2023-12-26T22", "Japan", "Health, Household & Baby Care"]	37721361.62169325
["2023-12-26T22", "Japan", "Home & Kitchen"]	37721203.04015324
["2023-12-26T22", "Japan", "Office Supplies"]	37722320.81944412
["2023-12-26T22", "Japan", "Pet Supplies"]	37722429.43903229
["2023-12-26T22", "Japan", "Sports & outdoors"]	37721245.114201166
["2023-12-26T22", "Japan", "Toys & games"]	37715971.982714556
["2023-12-26T22", "Pakistan", "Baby"]	37696820.6256161
["2023-12-26T22", "Pakistan", "Beauty & Personal Car"]	37695650.965871416
["2023-12-26T22", "Pakistan", "Clothing, Shoes & Jewelry"]	37694450.269303374
["2023-12-26T22", "Pakistan", "Electronics"]	37699110.22271327
["2023-12-26T22", "Pakistan", "Health, Household & Baby Care"]	37699186.34400212
["2023-12-26T22", "Pakistan", "Home & Kitchen"]	37697974.95294938
["2023-12-26T22", "Pakistan", "Office Supplies"]	37696083.36116292
["2023-12-26T22", "Pakistan", "Pet Supplies"]	37697403.708644524
["2023-12-26T22", "Pakistan", "Sports & outdoors"]	37699054.29513207
["2023-12-26T22", "Pakistan", "Toys & games"]	37697852.49576631
["2023-12-26T22", "Poland", "Baby"]	37879381.20347491
